CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Household type including census family structure (11),a,Notes: Household type including census family structure (11),Dim: Household income statistics (3): Member ID: [1]: Total - Household income statistics (Note: 3),Dim: Household income statistics (3): Member ID: [2]: Median total income of households ($),Dim: Household income statistics (3): Member ID: [3]: Median after-tax income of households ($)
2016,9330403.06,2,403.06,9.7,100,933040306,With a male lone parent,8,,0,0,0
2016,9330403.06,2,403.06,9.7,100,933040306,With a female lone parent,9,,10,0,0
2016,9330403.06,2,403.06,9.7,100,933040306,Other census family households,10,2,25,68352,62592
2016,9330403.06,2,403.06,9.7,100,933040306,Non-census-family households,11,,15,0,0
2016,9330403.07,2,403.07,3.3,0,933040307,Total - Household type including census family structure,1,1,1970,86080,73824
2016,9330403.07,2,403.07,3.3,0,933040307,Census family households,2,,1500,100295,86187
2016,9330403.07,2,403.07,3.3,0,933040307,One-census-family households without additional persons,3,,1290,95147,81472
2016,9330403.07,2,403.07,3.3,0,933040307,One couple census family without other persons in the household,4,,1100,103488,88263
2016,9330403.07,2,403.07,3.3,0,933040307,Without children,5,,460,86869,75072
2016,9330403.07,2,403.07,3.3,0,933040307,With children,6,,635,114901,97920
2016,9330403.07,2,403.07,3.3,0,933040307,One lone-parent census family without other persons in the household,7,,190,48896,42368
2016,9330403.07,2,403.07,3.3,0,933040307,With a male lone parent,8,,45,68352,60672
2016,9330403.07,2,403.07,3.3,0,933040307,With a female lone parent,9,,145,42752,39339
2016,9330403.07,2,403.07,3.3,0,933040307,Other census family households,10,2,205,129408,112213
2016,9330403.07,2,403.07,3.3,0,933040307,Non-census-family households,11,,470,46208,40128
2016,9330404.01,2,404.01,4,0,933040401,Total - Household type including census family structure,1,1,2225,98487,84242
2016,9330404.01,2,404.01,4,0,933040401,Census family households,2,,1860,109286,92276
2016,9330404.01,2,404.01,4,0,933040401,One-census-family households without additional persons,3,,1565,104090,87987
2016,9330404.01,2,404.01,4,0,933040401,One couple census family without other persons in the household,4,,1370,109875,92262
2016,9330404.01,2,404.01,4,0,933040401,Without children,5,,615,94336,79787
2016,9330404.01,2,404.01,4,0,933040401,With children,6,,755,123840,105536
2016,9330404.01,2,404.01,4,0,933040401,One lone-parent census family without other persons in the household,7,,195,62336,55424
2016,9330404.01,2,404.01,4,0,933040401,With a male lone parent,8,,50,77056,66560
2016,9330404.01,2,404.01,4,0,933040401,With a female lone parent,9,,140,58496,53952
2016,9330404.01,2,404.01,4,0,933040401,Other census family households,10,2,295,141824,123221
2016,9330404.01,2,404.01,4,0,933040401,Non-census-family households,11,,365,46720,40448
2016,9330404.02,2,404.02,3.7,0,933040402,Total - Household type including census family structure,1,1,2150,118848,100045
2016,9330404.02,2,404.02,3.7,0,933040402,Census family households,2,,1870,130133,108480
2016,9330404.02,2,404.02,3.7,0,933040402,One-census-family households without additional persons,3,,1590,123616,102464
2016,9330404.02,2,404.02,3.7,0,933040402,One couple census family without other persons in the household,4,,1485,127488,106155
2016,9330404.02,2,404.02,3.7,0,933040402,Without children,5,,540,109696,92877
2016,9330404.02,2,404.02,3.7,0,933040402,With children,6,,940,140288,115200
2016,9330404.02,2,404.02,3.7,0,933040402,One lone-parent census family without other persons in the household,7,,105,72960,61632
2016,9330404.02,2,404.02,3.7,0,933040402,With a male lone parent,8,,40,92416,76032
2016,9330404.02,2,404.02,3.7,0,933040402,With a female lone parent,9,,70,63872,53440
2016,9330404.02,2,404.02,3.7,0,933040402,Other census family households,10,2,280,172032,144896
2016,9330404.02,2,404.02,3.7,0,933040402,Non-census-family households,11,,280,54432,45440
2016,9330410.02,2,410.02,3.5,0,933041002,Total - Household type including census family structure,1,1,2985,77488,66577
2016,9330410.02,2,410.02,3.5,0,933041002,Census family households,2,,2050,96114,82768
2016,9330410.02,2,410.02,3.5,0,933041002,One-census-family households without additional persons,3,,1840,92075,79313
2016,9330410.02,2,410.02,3.5,0,933041002,One couple census family without other persons in the household,4,,1555,98731,84267
2016,9330410.02,2,410.02,3.5,0,933041002,Without children,5,,775,85760,74496
2016,9330410.02,2,410.02,3.5,0,933041002,With children,6,,770,113920,97365
2016,9330410.02,2,410.02,3.5,0,933041002,One lone-parent census family without other persons in the household,7,,290,60800,52480
2016,9330410.02,2,410.02,3.5,0,933041002,With a male lone parent,8,,55,75776,67328
2016,9330410.02,2,410.02,3.5,0,933041002,With a female lone parent,9,,230,58624,51072
2016,9330410.02,2,410.02,3.5,0,933041002,Other census family households,10,2,210,137045,119040
2016,9330410.02,2,410.02,3.5,0,933041002,Non-census-family households,11,,935,45472,39509
2016,9330410.04,2,410.04,5.9,0,933041004,Total - Household type including census family structure,1,1,585,77248,67456
2016,9330410.04,2,410.04,5.9,0,933041004,Census family households,2,,415,86464,78144
2016,9330410.04,2,410.04,5.9,0,933041004,One-census-family households without additional persons,3,,375,83968,74752
2016,9330410.04,2,410.04,5.9,0,933041004,One couple census family without other persons in the household,4,,335,86144,77952
2016,9330410.04,2,410.04,5.9,0,933041004,Without children,5,,220,80640,71851
2016,9330410.04,2,410.04,5.9,0,933041004,With children,6,,110,105728,94208
2016,9330410.04,2,410.04,5.9,0,933041004,One lone-parent census family without other persons in the household,7,,40,53632,48000
2016,9330410.04,2,410.04,5.9,0,933041004,With a male lone parent,8,,15,0,0
2016,9330410.04,2,410.04,5.9,0,933041004,With a female lone parent,9,,25,48896,43264
2016,9330410.04,2,410.04,5.9,0,933041004,Other census family households,10,2,45,129280,109312
2016,9330410.04,2,410.04,5.9,0,933041004,Non-census-family households,11,,170,48000,40320
2016,9330410.05,2,410.05,3.6,0,933041005,Total - Household type including census family structure,1,1,2005,82176,71026
2016,9330410.05,2,410.05,3.6,0,933041005,Census family households,2,,1470,99021,84992
2016,9330410.05,2,410.05,3.6,0,933041005,One-census-family households without additional persons,3,,1315,96192,81696
2016,9330410.05,2,410.05,3.6,0,933041005,One couple census family without other persons in the household,4,,1110,103765,88747
2016,9330410.05,2,410.05,3.6,0,933041005,Without children,5,,505,85376,72960
2016,9330410.05,2,410.05,3.6,0,933041005,With children,6,,600,121941,104064
2016,9330410.05,2,410.05,3.6,0,933041005,One lone-parent census family without other persons in the household,7,,205,49536,46464
2016,9330410.05,2,410.05,3.6,0,933041005,With a male lone parent,8,,45,80384,70912
2016,9330410.05,2,410.05,3.6,0,933041005,With a female lone parent,9,,160,42688,40512
2016,9330410.05,2,410.05,3.6,0,933041005,Other census family households,10,2,160,130816,115072
2016,9330410.05,2,410.05,3.6,0,933041005,Non-census-family households,11,,535,41651,37504
2016,9330410.06,2,410.06,2.9,0,933041006,Total - Household type including census family structure,1,1,1615,114592,96608
2016,9330410.06,2,410.06,2.9,0,933041006,Census family households,2,,1420,121856,102229
2016,9330410.06,2,410.06,2.9,0,933041006,One-census-family households without additional persons,3,,1305,120320,100224
2016,9330410.06,2,410.06,2.9,0,933041006,One couple census family without other persons in the household,4,,1190,125269,104243
2016,9330410.06,2,410.06,2.9,0,933041006,Without children,5,,465,102656,87040
2016,9330410.06,2,410.06,2.9,0,933041006,With children,6,,730,138581,114688
2016,9330410.06,2,410.06,2.9,0,933041006,One lone-parent census family without other persons in the household,7,,110,71168,62720
2016,9330410.06,2,410.06,2.9,0,933041006,With a male lone parent,8,,25,73472,64128
2016,9330410.06,2,410.06,2.9,0,933041006,With a female lone parent,9,,85,71168,61952
2016,9330410.06,2,410.06,2.9,0,933041006,Other census family households,10,2,120,146944,123904
2016,9330410.06,2,410.06,2.9,0,933041006,Non-census-family households,11,,190,60544,50560
2016,9330500.01,2,500.01,8,100,933050001,Total - Household type including census family structure,1,1,285,42816,39515
2016,9330500.01,2,500.01,8,100,933050001,Census family households,2,,165,51328,48512
2016,9330500.01,2,500.01,8,100,933050001,One-census-family households without additional persons,3,,160,50048,47872
2016,9330500.01,2,500.01,8,100,933050001,One couple census family without other persons in the household,4,,155,48896,47232
2016,9330500.01,2,500.01,8,100,933050001,Without children,5,,155,48683,46891
2016,9330500.01,2,500.01,8,100,933050001,With children,6,,5,0,0
2016,9330500.01,2,500.01,8,100,933050001,One lone-parent census family without other persons in the household,7,,5,0,0
2016,9330500.01,2,500.01,8,100,933050001,With a male lone parent,8,,5,0,0
2016,9330500.01,2,500.01,8,100,933050001,With a female lone parent,9,,5,0,0
2016,9330500.01,2,500.01,8,100,933050001,Other census family households,10,2,5,0,0
2016,9330500.01,2,500.01,8,100,933050001,Non-census-family households,11,,120,27584,26176
2016,9330500.02,2,500.02,3.8,0,933050002,Total - Household type including census family structure,1,1,2185,81568,70493
2016,9330500.02,2,500.02,3.8,0,933050002,Census family households,2,,1615,98970,85120
2016,9330500.02,2,500.02,3.8,0,933050002,One-census-family households without additional persons,3,,1325,90880,78176
2016,9330500.02,2,500.02,3.8,0,933050002,One couple census family without other persons in the household,4,,1185,94848,81847
2016,9330500.02,2,500.02,3.8,0,933050002,Without children,5,,700,81920,70729
2016,9330500.02,2,500.02,3.8,0,933050002,With children,6,,485,120576,102571
2016,9330500.02,2,500.02,3.8,0,933050002,One lone-parent census family without other persons in the household,7,,135,62080,55339
2016,9330500.02,2,500.02,3.8,0,933050002,With a male lone parent,8,,40,90368,73472
2016,9330500.02,2,500.02,3.8,0,933050002,With a female lone parent,9,,95,50816,45440
2016,9330500.02,2,500.02,3.8,0,933050002,Other census family households,10,2,295,143104,124928
2016,9330500.02,2,500.02,3.8,0,933050002,Non-census-family households,11,,570,40405,36800
2016,9330501.01,2,501.01,9.4,0,933050101,Total - Household type including census family structure,1,1,1535,70656,62720
2016,9330501.01,2,501.01,9.4,0,933050101,Census family households,2,,960,99925,85931
2016,9330501.01,2,501.01,9.4,0,933050101,One-census-family households without additional persons,3,,810,92672,80000
2016,9330501.01,2,501.01,9.4,0,933050101,One couple census family without other persons in the household,4,,740,95693,83302
2016,9330501.01,2,501.01,9.4,0,933050101,Without children,5,,425,77312,68352
2016,9330501.01,2,501.01,9.4,0,933050101,With children,6,,315,133018,110144
2016,9330501.01,2,501.01,9.4,0,933050101,One lone-parent census family without other persons in the household,7,,75,67840,58240
2016,9330501.01,2,501.01,9.4,0,933050101,With a male lone parent,8,,15,0,0
2016,9330501.01,2,501.01,9.4,0,933050101,With a female lone parent,9,,55,56960,53376
2016,9330501.01,2,501.01,9.4,0,933050101,Other census family households,10,2,150,148992,128768
2016,9330501.01,2,501.01,9.4,0,933050101,Non-census-family households,11,,570,39083,35328
2016,9330501.02,2,501.02,3.7,0,933050102,Total - Household type including census family structure,1,1,1925,102443,87595
2016,9330501.02,2,501.02,3.7,0,933050102,Census family households,2,,1580,114758,98400
2016,9330501.02,2,501.02,3.7,0,933050102,One-census-family households without additional persons,3,,1335,108442,92877
2016,9330501.02,2,501.02,3.7,0,933050102,One couple census family without other persons in the household,4,,1225,112555,95424
2016,9330501.02,2,501.02,3.7,0,933050102,Without children,5,,650,93525,80640
2016,9330501.02,2,501.02,3.7,0,933050102,With children,6,,575,139435,117504
2016,9330501.02,2,501.02,3.7,0,933050102,One lone-parent census family without other persons in the household,7,,110,72960,61568
2016,9330501.02,2,501.02,3.7,0,933050102,With a male lone parent,8,,45,81920,70400
2016,9330501.02,2,501.02,3.7,0,933050102,With a female lone parent,9,,65,61824,55680
2016,9330501.02,2,501.02,3.7,0,933050102,Other census family households,10,2,245,166400,144896
2016,9330501.02,2,501.02,3.7,0,933050102,Non-census-family households,11,,340,42752,37717
2016,9330501.03,2,501.03,3.6,0,933050103,Total - Household type including census family structure,1,1,1095,97178,83264
2016,9330501.03,2,501.03,3.6,0,933050103,Census family households,2,,905,107947,93440
2016,9330501.03,2,501.03,3.6,0,933050103,One-census-family households without additional persons,3,,705,100608,85888
2016,9330501.03,2,501.03,3.6,0,933050103,One couple census family without other persons in the household,4,,640,104448,89856
2016,9330501.03,2,501.03,3.6,0,933050103,Without children,5,,275,85504,72448
2016,9330501.03,2,501.03,3.6,0,933050103,With children,6,,365,119296,100864
2016,9330501.03,2,501.03,3.6,0,933050103,One lone-parent census family without other persons in the household,7,,65,65920,58112
2016,9330501.03,2,501.03,3.6,0,933050103,With a male lone parent,8,,25,78592,68864
2016,9330501.03,2,501.03,3.6,0,933050103,With a female lone parent,9,,40,59392,54272
2016,9330501.03,2,501.03,3.6,0,933050103,Other census family households,10,2,195,148992,129280
2016,9330501.03,2,501.03,3.6,0,933050103,Non-census-family households,11,,190,39040,35712
2016,9330502.01,2,502.01,3.3,0,933050201,Total - Household type including census family structure,1,1,895,100535,85020
2016,9330502.01,2,502.01,3.3,0,933050201,Census family households,2,,705,114603,97024
2016,9330502.01,2,502.01,3.3,0,933050201,One-census-family households without additional persons,3,,610,110976,93355
2016,9330502.01,2,502.01,3.3,0,933050201,One couple census family without other persons in the household,4,,560,115456,96853
2016,9330502.01,2,502.01,3.3,0,933050201,Without children,5,,280,95104,80512
2016,9330502.01,2,502.01,3.3,0,933050201,With children,6,,280,132506,112384
2016,9330502.01,2,502.01,3.3,0,933050201,One lone-parent census family without other persons in the household,7,,50,61312,53632
2016,9330502.01,2,502.01,3.3,0,933050201,With a male lone parent,8,,15,0,0
2016,9330502.01,2,502.01,3.3,0,933050201,With a female lone parent,9,,40,60544,52736
2016,9330502.01,2,502.01,3.3,0,933050201,Other census family households,10,2,95,157184,131584
2016,9330502.01,2,502.01,3.3,0,933050201,Non-census-family households,11,,190,42368,39168
2016,9330502.02,2,502.02,3.9,0,933050202,Total - Household type including census family structure,1,1,1595,70699,61920
2016,9330502.02,2,502.02,3.9,0,933050202,Census family households,2,,1090,96085,83968
2016,9330502.02,2,502.02,3.9,0,933050202,One-census-family households without additional persons,3,,935,88896,77440
2016,9330502.02,2,502.02,3.9,0,933050202,One couple census family without other persons in the household,4,,845,93611,81152
2016,9330502.02,2,502.02,3.9,0,933050202,Without children,5,,510,75264,66731
2016,9330502.02,2,502.02,3.9,0,933050202,With children,6,,335,128256,109440
